run_id,time,x_numeric,v_numeric,x_reference,energy
r002,0.0,1.0,0.0,1.0,0.5
r002,0.3141592653589793,0.9557911374372361,-0.31044622022934615,0.9510565162951535,0.5049567770291267
r002,0.6283185307179586,0.8171598427488778,-0.5934434918921949,0.8090169943749475,0.5099626933352861
r002,0.942477796076938,0.5968018465913463,-0.8208922146249622,0.587785252292473,0.515018236063358
r002,1.2566370614359172,0.31557503053216895,-0.969876381029942,0.30901699437494745,0.5201238971875584
r002,1.5707963267948968,0.0005293607986696022,-1.024968324825591,-1.6081226496766364e-16,0.5252801735593167
r002,1.884955592153876,-0.3176915839370344,-0.9798199790812749,-0.30901699437494756,0.5304875669556259
r002,2.199114857512855,-0.6078282093763943,-0.8378771008578942,-0.587785252292473,0.5357465841278718
r002,2.5446900494077327,-0.8603034624801316,-0.5857144622690881,-0.8270805742745619,0.541591739433235
r002,2.858849314766712,-1.0041032658901798,-0.2927427339284349,-0.9602936856769431,0.5469608384196097
r002,3.1730085801256913,-1.0505938778573065,0.031919152977603525,-0.9995065603657316,0.5523831642590303
r002,3.4871678454846706,-0.9942391371070123,0.3566609419073889,-0.9408807689542255,0.5578592446187811
r002,3.80132711084365,-0.8395609144215401,0.6495511494640577,-0.7901550123756903,0.5633896123972056
r002,4.11548637620263,-0.6007941821460662,0.8814737445043767,-0.5620833778521301,0.5689748057755638
r002,4.429645641561609,-0.30058356250627066,1.029019075863925,-0.2789911060392287,0.5746153682704038
r002,4.743804906920588,0.03215997754304535,1.0768423438077375,0.03141075907812882,0.5803118487864554
r002,5.089380098815465,0.39706061624413486,1.0077843598295693,0.36812455268467825,0.5866432244446335
r002,5.403539364174445,0.6923698633468526,0.8399653920580343,0.63742398974869,0.5924589437630733
r002,5.717698629533424,0.9225250603034296,0.5878878704063234,0.8443279255020153,0.5983323175293643
r002,6.031857894892403,1.0642488439880926,0.27550359830316484,0.9685831611286312,0.6042639173039915
r002,6.346017160251383,1.1027286638644445,-0.06706813340932122,0.9980267284282716,0.6102543203136367
r002,6.660176425610362,1.0331572354048797,-0.4064410731523614,0.9297764858882513,0.6163041095073486
r002,6.974335690969341,0.8613044342730304,-0.7092125342435522,0.770513242775789,0.6224138736132734
r002,7.288494956328321,0.6030547943183685,-0.9452477608762271,0.5358267949789964,0.6285842071959453
r002,7.634070148223198,0.24868125143144962,-1.0995645195263668,0.2181432413965425,0.6354422487073809
r002,7.948229413582177,-0.1036683128202772,-1.1281561773525315,-0.09410831331851437,0.6417417397908397
r002,8.262388678941157,-0.44931707571417323,-1.046098240086012,-0.39714789063478145,0.6481036812196938
r002,8.576547944300136,-0.7542105234900958,-0.8603626389229322,-0.6613118653236526,0.654528692098818
r002,8.890707209659116,-0.987964063393902,-0.5881851789899546,-0.8607420270039441,0.6610173976706174
r002,9.204866475018095,-1.126887161510724,-0.25547247204747003,-0.9759167619387475,0.6675704293758711
r002,9.519025740377074,-1.1563792251835379,0.10565953527382715,-0.9955619646030799,0.6741884249151803
r002,9.833185005736054,-1.0724554115900145,0.45998200701043024,-0.9177546256839808,0.6808720283110254
r002,10.17876019763093,-0.8579721829449224,0.8003029579102596,-0.7289686274214111,0.6883005455735931
r002,10.49291946298991,-0.5715911803048302,1.0312766956926038,-0.4817536741017147,0.6951240502404621
r002,10.80707872834889,-0.22616583218426733,1.1631334474306136,-0.187381314585724,0.7020152000897131
r002,11.121237993707869,0.14492308438432297,1.1819249684576303,0.12533323356430487,0.7089746657255179
r002,11.435397259066848,0.505440338716965,1.084682586196496,0.4257792915650732,0.7160031244001196
r002,11.749556524425827,0.8198310052822441,0.8798179601129895,0.6845471059286892,0.7231012600797384
r002,12.063715789784807,1.0567233692520002,0.5864087720174052,0.8763066800438639,0.73026976351113
r002,12.377875055143786,1.1920552178360133,0.2324285313973854,0.9822872507286888,0.7375093322888052
